recordingID	SpeakerID	gross duration	net duration	in/out	languageID	nativeness	sex	filename	recordingID other line	lawaai	ruis	muziek_hoorbaar	achtergrondspreker	auto	galm	beller_welke_emotie	beller_fluistert	beller_stemverheffing	beller_leeftijd	beller_formeel	beller_regionaal_accent	beller_spontaniteit	annotatorID	Transcribed
158	30816	174	62.696	1	4	moedertaal	M	30816_0158.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
159	30816	125	64.168	2	4	moedertaal	M	30816_0159.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
160	30817	87	44.832	2	4	moedertaal	M	30817_0160.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
161	30817	64	22.816	2	4	moedertaal	M	30817_0161.wav	None	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
162	30817	63	19.936	2	4	moedertaal	M	30817_0162.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
163	30817	73	24.776	2	4	moedertaal	M	30817_0163.wav	None	ja	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
164	30819	73	31.392	1	4	moedertaal	F	30819_0164.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
165	30819	228	129.784	2	4	moedertaal	F	30819_0165.wav	31	nee	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	TRUE
166	30819	209	93.12	1	4	moedertaal	F	30819_0166.wav	108	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	TRUE
167	30819	137	70.336	1	4	moedertaal	F	30819_0167.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
168	30819	118	50.232	1	4	moedertaal	F	30819_0168.wav	None	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
169	30820	108	34.136	1	4	moedertaal	F	30820_0169.wav	7	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
170	30820	84	4.288	2	4	moedertaal	F	30820_0170.wav	None	nee	nee	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
171	30820	184	58.664	1	4	moedertaal	F	30820_0171.wav	None	ja	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
172	30820	386	282.864	1	4	moedertaal	F	30820_0172.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
173	30820	1254	352.544	1	4	moedertaal	F	30820_0173.wav	None	ja	matig	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	FALSE
174	30823	86	26.744	2	4	moedertaal	M	30823_0174.wav	1	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
175	30823	298	155.044	1	4	moedertaal	M	30823_0175.wav	None	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
176	30823	62	11.712	2	4	moedertaal	M	30823_0176.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
177	30823	84	32.896	1	4	moedertaal	M	30823_0177.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
178	30823	83	32.416	2	4	moedertaal	M	30823_0178.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
179	30823	64	21.504	1	4	moedertaal	M	30823_0179.wav	None	ja	zwak	nee	nee	ja	ja	nee	nee	nee	volwassene	nee	nee	monoloog	aaa	TRUE
180	30823	166	82.344	1	4	moedertaal	M	30823_0180.wav	None	nee	zwak	kort	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
181	30823	81	32.64	1	4	moedertaal	M	30823_0181.wav	None	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
182	30823	270	157.272	1	4	moedertaal	M	30823_0182.wav	None	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
183	30826	169	60.312	1	4	moedertaal	M	30826_0183.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
184	30826	65	19.032	2	4	moedertaal	M	30826_0184.wav	None	ja	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
185	30827	270	90.376	2	4	moedertaal	M	30827_0185.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
186	30827	130	33.144	2	4	moedertaal	M	30827_0186.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
187	30827	618	272.064	2	4	moedertaal	M	30827_0187.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
188	30827	228	73.248	2	4	moedertaal	M	30827_0188.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
189	30827	142	55.28	2	4	moedertaal	M	30827_0189.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
190	30827	223	90.512	2	4	moedertaal	M	30827_0190.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
191	30827	605	217.728	1	4	moedertaal	M	30827_0191.wav	None	nee	nee	nee	nee	nee	ja	kort	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
192	30828	94	23.144	1	4	moedertaal	M	30828_0192.wav	None	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
193	30828	70	12.712	1	4	moedertaal	M	30828_0193.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
194	30828	76	13.992	2	4	moedertaal	M	30828_0194.wav	None	nee	nee	langdurig	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
195	30830	252	70.952	2	4	moedertaal	M	30830_0195.wav	1057	nee	nee	nee	nee	nee	ja	kort	nee	kort	volwassene	nee	nee	dialoog	aaa	TRUE
196	30830	76	22.464	1	4	moedertaal	M	30830_0196.wav	None	nee	zwak	langdurig	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
197	30830	80	35.016	2	4	moedertaal	M	30830_0197.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
198	30830	140	40	2	4	moedertaal	M	30830_0198.wav	65	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	TRUE
199	30830	137	38.256	2	4	moedertaal	M	30830_0199.wav	1059	nee	zwak	kort	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	TRUE
200	30830	112	55.872	2	4	moedertaal	M	30830_0200.wav	None	nee	nee	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
201	30830	164	90	1	4	moedertaal	M	30830_0201.wav	None	nee	zwak	langdurig	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
202	30830	74	19.088	1	4	moedertaal	M	30830_0202.wav	None	nee	zwak	langdurig	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
203	30832	102	66.264	1	4	moedertaal	M	30832_0203.wav	20	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
204	30832	102	38.584	2	4	moedertaal	M	30832_0204.wav	23	nee	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
205	30832	87	36.984	2	4	moedertaal	M	30832_0205.wav	30	nee	zwak	nee	nee	ja	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
206	30832	102	41.808	1	4	moedertaal	M	30832_0206.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
207	30832	87	30.712	2	4	moedertaal	M	30832_0207.wav	33	nee	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
208	30832	186	90.408	2	4	moedertaal	M	30832_0208.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
209	30832	71	27.712	1	4	moedertaal	M	30832_0209.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
210	30832	157	86.656	2	4	moedertaal	M	30832_0210.wav	39	nee	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
211	30832	333	213.08	2	4	moedertaal	M	30832_0211.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
212	30832	89	36.112	2	4	moedertaal	M	30832_0212.wav	50	nee	zwak	nee	nee	ja	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
213	30832	111	62.04	2	4	moedertaal	M	30832_0213.wav	51	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
214	30832	140	68.672	2	4	moedertaal	M	30832_0214.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
215	30832	92	48.48	2	4	moedertaal	M	30832_0215.wav	68	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
216	30832	151	75.392	2	4	moedertaal	M	30832_0216.wav	72	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
217	30832	126	55.384	2	4	moedertaal	M	30832_0217.wav	77	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
218	30832	102	58.328	2	4	moedertaal	M	30832_0218.wav	81	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
219	30832	124	72.36	2	4	moedertaal	M	30832_0219.wav	82	nee	zwak	nee	nee	ja	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
220	30832	269	141.464	2	4	moedertaal	M	30832_0220.wav	88	nee	zwak	nee	ja	ja	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
221	30832	74	35.2	2	4	moedertaal	M	30832_0221.wav	89	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
222	30832	129	64.608	1	4	moedertaal	M	30832_0222.wav	90	nee	zwak	nee	nee	ja	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
223	30838	68	22.52	1	4	moedertaal	F	30838_0223.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	monoloog	aaa	TRUE
224	30838	94	47.736	1	4	moedertaal	F	30838_0224.wav	None	ja	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	monoloog	aaa	TRUE
225	30840	114	41.896	2	9	moedertaal	M	30840_0225.wav	5	nee	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
226	30840	73	23.208	2	9	moedertaal	M	30840_0226.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
227	30840	104	33.96	2	9	moedertaal	M	30840_0227.wav	None	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
228	30840	98	37.472	2	9	moedertaal	M	30840_0228.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
229	30840	85	32.456	1	9	moedertaal	M	30840_0229.wav	34	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	FALSE
230	30840	93	29.944	2	9	moedertaal	M	30840_0230.wav	42	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	FALSE
231	30840	103	41.256	2	9	moedertaal	M	30840_0231.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
232	30840	71	24.904	2	9	moedertaal	M	30840_0232.wav	45	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	FALSE
233	30840	132	56.912	2	9	moedertaal	M	30840_0233.wav	46	ja	zwak	langdurig	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	TRUE
234	30840	95	34.008	2	9	moedertaal	M	30840_0234.wav	47	nee	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	FALSE
235	30840	152	43.464	2	9	moedertaal	M	30840_0235.wav	None	nee	zwak	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
236	30840	91	41.408	2	9	moedertaal	M	30840_0236.wav	None	nee	zwak	langdurig	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
237	30840	72	37.992	1	9	moedertaal	M	30840_0237.wav	None	nee	zwak	nee	nee	ja	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	FALSE
238	30840	101	48.336	1	9	moedertaal	M	30840_0238.wav	52	nee	zwak	nee	nee	ja	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	TRUE
239	30840	75	26.576	2	9	moedertaal	M	30840_0239.wav	54	nee	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	FALSE
240	30840	79	28.568	1	9	moedertaal	M	30840_0240.wav	None	nee	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
241	30840	102	30.32	1	9	moedertaal	M	30840_0241.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
242	30840	95	12.968	1	9	moedertaal	M	30840_0242.wav	None	nee	nee	nee	ja	nee	ja	kort	nee	kort	volwassene	nee	ja	dialoog	aaa	FALSE
243	30840	143	35.512	1	9	moedertaal	M	30840_0243.wav	64	nee	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	TRUE
244	30840	80	21.496	2	9	moedertaal	M	30840_0244.wav	70	nee	zwak	kort	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	FALSE
245	30840	84	31.744	2	9	moedertaal	M	30840_0245.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
246	30840	106	51.44	2	9	moedertaal	M	30840_0246.wav	None	nee	zwak	langdurig	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
247	30840	76	27.24	2	9	moedertaal	M	30840_0247.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
248	30840	69	23.216	1	9	moedertaal	M	30840_0248.wav	None	ja	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
249	30840	63	17.56	1	9	moedertaal	M	30840_0249.wav	75	nee	zwak	nee	nee	ja	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	FALSE
250	30840	110	40.728	1	9	moedertaal	M	30840_0250.wav	None	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
251	30840	63	18.784	2	9	moedertaal	M	30840_0251.wav	83	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	FALSE
252	30840	64	19.936	2	9	moedertaal	M	30840_0252.wav	85	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
253	30854	76	12.648	2	4	moedertaal	M	30854_0253.wav	387	ja	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
254	30854	93	25.928	2	4	moedertaal	M	30854_0254.wav	394	ja	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
255	30854	96	22.552	2	4	moedertaal	M	30854_0255.wav	396	ja	zwak	kort	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
256	30854	91	11.2	2	4	moedertaal	M	30854_0256.wav	401	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	bbb	FALSE
257	30854	62	14	2	4	moedertaal	M	30854_0257.wav	683	nee	zwak	kort	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
258	30854	94	20.92	2	4	moedertaal	M	30854_0258.wav	685	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
259	30854	96	33.688	2	4	moedertaal	M	30854_0259.wav	405	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
260	30854	144	41.992	2	4	moedertaal	M	30854_0260.wav	406	nee	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
261	30854	69	11.992	2	4	moedertaal	M	30854_0261.wav	416	ja	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
262	30854	63	21.016	2	4	moedertaal	M	30854_0262.wav	417	ja	zwak	langdurig	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
263	30854	67	12.488	2	4	moedertaal	M	30854_0263.wav	447	ja	zwak	kort	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
264	30854	105	44.472	2	4	moedertaal	M	30854_0264.wav	449	nee	zwak	nee	nee	ja	ja	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	FALSE
265	30854	105	47.952	1	4	moedertaal	M	30854_0265.wav	457	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
266	30854	230	54.528	1	4	moedertaal	M	30854_0266.wav	459	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
267	30854	74	17.824	1	4	moedertaal	M	30854_0267.wav	460	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
268	30854	131	46.944	1	4	moedertaal	M	30854_0268.wav	461	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
269	30854	180	56.032	1	4	moedertaal	M	30854_0269.wav	462	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
270	30854	107	27.224	1	4	moedertaal	M	30854_0270.wav	463	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
271	30854	154	58.2	1	4	moedertaal	M	30854_0271.wav	464	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
272	30854	89	11.768	2	4	moedertaal	M	30854_0272.wav	474	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
273	30854	240	79.848	1	4	moedertaal	M	30854_0273.wav	489	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
274	30854	142	44.736	2	4	moedertaal	M	30854_0274.wav	490	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
275	30854	63	11.088	1	4	moedertaal	M	30854_0275.wav	493	nee	zwak	nee	nee	ja	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
276	30854	65	16.152	1	4	moedertaal	M	30854_0276.wav	494	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
277	30854	96	24.056	1	4	moedertaal	M	30854_0277.wav	495	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
278	30854	135	22.472	1	4	moedertaal	M	30854_0278.wav	499	ja	nee	langdurig	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
279	30857	99	8.936	2	4	moedertaal	F	30857_0279.wav	293	nee	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
280	30857	94	28.92	2	4	moedertaal	F	30857_0280.wav	295	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
281	30857	105	44.576	2	4	moedertaal	F	30857_0281.wav	296	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
282	30857	622	255.088	2	4	moedertaal	F	30857_0282.wav	369	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
283	30857	599	188.856	2	4	moedertaal	F	30857_0283.wav	372	nee	matig	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
284	30857	84	27.264	1	4	moedertaal	F	30857_0284.wav	300	nee	matig	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
285	30857	169	100.08	1	4	moedertaal	F	30857_0285.wav	305	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
286	30857	279	91.168	2	4	moedertaal	F	30857_0286.wav	306	nee	zwak	nee	nee	nee	nee	nee	kort	nee	volwassene	nee	ja	dialoog	bbb	TRUE
287	30857	63	26.96	1	4	moedertaal	F	30857_0287.wav	310	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
288	30857	67	23.112	2	4	moedertaal	F	30857_0288.wav	312	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
289	30858	733	430.36	2	4	moedertaal	M	30858_0289.wav	653	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
290	30858	73	16.784	1	4	moedertaal	M	30858_0290.wav	None	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	FALSE
291	30858	276	130.664	1	4	moedertaal	M	30858_0291.wav	656	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
292	30858	81	17.008	1	4	moedertaal	M	30858_0292.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
293	30858	99	37.328	2	4	moedertaal	M	30858_0293.wav	279	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
294	30858	105	33.28	1	4	moedertaal	M	30858_0294.wav	800	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
295	30858	94	23.392	2	4	moedertaal	M	30858_0295.wav	280	ja	zwak	nee	nee	ja	nee	nee	nee	kort	volwassene	nee	ja	dialoog	bbb	FALSE
296	30858	105	32.888	2	4	moedertaal	M	30858_0296.wav	281	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
297	30858	136	44.472	1	4	moedertaal	M	30858_0297.wav	370	ja	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
298	30858	90	30.776	2	4	moedertaal	M	30858_0298.wav	None	nee	zwak	nee	ja	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	bbb	FALSE
299	30858	147	36.296	2	4	moedertaal	M	30858_0299.wav	376	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
300	30858	84	23.848	1	4	moedertaal	M	30858_0300.wav	284	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
301	30858	78	24.792	1	4	moedertaal	M	30858_0301.wav	377	ja	nee	kort	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
302	30858	102	38.504	2	4	moedertaal	M	30858_0302.wav	314	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
303	30858	86	25.24	2	4	moedertaal	M	30858_0303.wav	315	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
304	30858	86	35.24	2	4	moedertaal	M	30858_0304.wav	316	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
305	30858	169	26.88	1	4	moedertaal	M	30858_0305.wav	285	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	monoloog	bbb	TRUE
306	30858	279	107.816	2	4	moedertaal	M	30858_0306.wav	286	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
307	30858	62	18.224	1	4	moedertaal	M	30858_0307.wav	321	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
308	30858	111	30.992	2	4	moedertaal	M	30858_0308.wav	317	nee	nee	nee	nee	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	bbb	TRUE
309	30858	87	24.112	2	4	moedertaal	M	30858_0309.wav	318	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
310	30858	63	23.008	1	4	moedertaal	M	30858_0310.wav	287	ja	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
311	30858	69	20.808	1	4	moedertaal	M	30858_0311.wav	658	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	FALSE
312	30858	67	15.72	2	4	moedertaal	M	30858_0312.wav	288	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	FALSE
313	30858	119	48.496	2	4	moedertaal	M	30858_0313.wav	322	ja	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
314	30859	102	34.128	2	4	moedertaal	M	30859_0314.wav	302	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
315	30859	86	32.648	2	4	moedertaal	M	30859_0315.wav	303	nee	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
316	30859	86	38.376	2	4	moedertaal	M	30859_0316.wav	304	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
